Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;648004;1;648004
2;337604;1;337604
3;274100;1;274100
4;257520;1;257520
5;256680;1;256680
6;302448;1;302448
7;290848;1;290848
8;252153;1;252153
9;233947;1;233947
10;278433;1;278433
