Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1060278;1;1060278,0
2;972081;1;972081,0
3;1001526;1;1001526,0
4;943359;1;943359,0
5;962278;1;962278,0
6;901685;1;901685,0
7;945568;1;945568,0
8;917754;1;917754,0
9;956493;1;956493,0
10;922120;1;922120,0
