Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;56094;1;56094,0
2;54844;1;54844,0
3;53412;1;53412,0
4;57584;1;57584,0
5;50994;1;50994,0
6;66492;1;66492,0
7;55350;1;55350,0
8;56257;1;56257,0
9;49834;1;49834,0
10;62496;1;62496,0
