Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;385395;8543;45,0
2;441568;8543;51,0
3;438191;8543;51,0
4;373067;8543;43,0
5;479769;8543;56,0
6;431095;8543;50,0
7;397397;8543;46,0
8;414534;8543;48,0
9;382038;8543;44,0
10;420292;8543;49,0
