Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;139516;1;139516,0
2;105616;1;105616,0
3;111874;1;111874,0
4;107290;1;107290,0
5;108174;1;108174,0
6;115842;1;115842,0
7;111370;1;111370,0
8;99872;1;99872,0
9;101530;1;101530,0
10;101147;1;101147,0
