Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;11627192;6;1937865,0
2;11545208;6;1924201,0
3;11792337;6;1965389,0
4;11373030;6;1895505,0
5;11534379;6;1922396,0
6;11578620;6;1929770,0
7;11329892;6;1888315,0
8;11437569;6;1906261,0
9;13450974;6;2241829,0
10;12876185;6;2146030,0
