Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;5421106;2;2710553,0
2;5269022;2;2634511,0
3;5227620;2;2613810,0
4;5224145;2;2612072,0
5;5222495;2;2611247,0
6;5248848;2;2624424,0
7;5228912;2;2614456,0
8;5297593;2;2648796,0
9;5409259;2;2704629,0
10;5624684;2;2812342,0
