Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;4677020;3;1559006,0
2;4676667;3;1558889,0
3;4661255;3;1553751,0
4;4670779;3;1556926,0
5;4633288;3;1544429,0
6;4808318;3;1602772,0
7;4657178;3;1552392,0
8;4736422;3;1578807,0
9;4799933;3;1599977,0
10;4657299;3;1552433,0
