Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;24194265;2;1,2097132E7
2;19607980;2;9803990,0
3;9158270;2;4579135,0
4;9234839;2;4617419,0
5;9518445;2;4759222,0
6;8229716;2;4114858,0
7;7527259;2;3763629,0
8;10640109;2;5320054,0
9;7521811;2;3760905,0
10;7335542;2;3667771,0
