Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;892369;1;892369,0
2;937519;1;937519,0
3;952673;1;952673,0
4;917334;1;917334,0
5;879593;1;879593,0
6;1125140;1;1125140,0
7;883335;1;883335,0
8;931957;1;931957,0
9;874879;1;874879,0
10;895542;1;895542,0
