Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;112062;1;112062,0
2;134878;1;134878,0
3;220595;1;220595,0
4;159120;1;159120,0
5;107547;1;107547,0
6;121218;1;121218,0
7;131128;1;131128,0
8;99175;1;99175,0
9;85675;1;85675,0
10;75994;1;75994,0
