Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;777859;30;25928,0
2;683493;30;22783,0
3;699714;30;23323,0
4;654176;30;21805,0
5;644589;30;21486,0
6;696181;30;23206,0
7;639725;30;21324,0
8;638932;30;21297,0
9;647526;30;21584,0
10;657442;30;21914,0
