Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;78038;1;78038,0
2;62099;1;62099,0
3;68457;1;68457,0
4;65768;1;65768,0
5;55621;1;55621,0
6;62298;1;62298,0
7;130400;1;130400,0
8;64299;1;64299,0
9;64176;1;64176,0
10;60932;1;60932,0
