Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;2360146;114;20703,0
2;2195128;114;19255,0
3;2364593;114;20742,0
4;2163244;114;18975,0
5;2194929;114;19253,0
6;2173796;114;19068,0
7;2157085;114;18921,0
8;2193280;114;19239,0
9;2150982;114;18868,0
10;2236678;114;19619,0
