Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;107164058;2770;38687,0
2;107021642;2770;38635,0
3;107741453;2770;38895,0
4;113195068;2770;40864,0
5;112597271;2770;40648,0
6;107460771;2770;38794,0
7;107952510;2770;38972,0
8;108100622;2770;39025,0
9;107456171;2770;38792,0
10;107540272;2770;38823,0
