Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1646543;10000;164,0
2;1641578;10000;164,0
3;1531844;10000;153,0
4;1546869;10000;154,0
5;1568735;10000;156,0
6;1559338;10000;155,0
7;1528029;10000;152,0
8;1591545;10000;159,0
9;1525589;10000;152,0
10;1520076;10000;152,0
