Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;502012;1;502012
2;225385;1;225385
3;180875;1;180875
4;178679;1;178679
5;170662;1;170662
6;208261;1;208261
7;179713;1;179713
8;175326;1;175326
9;156759;1;156759
10;181786;1;181786
