Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;385561;1;385561,0
2;342585;1;342585,0
3;342719;1;342719,0
4;378552;1;378552,0
5;396690;1;396690,0
6;399090;1;399090,0
7;382897;1;382897,0
8;386970;1;386970,0
9;338377;1;338377,0
10;387072;1;387072,0
