Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;17390;1;17390
2;1872;1;1872
3;1544;1;1544
4;4493;1;4493
5;3053;1;3053
6;2207;1;2207
7;2719;1;2719
8;3058;1;3058
9;2767;1;2767
10;2597;1;2597
