Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;2791747;20;139587,0
2;2812815;20;140640,0
3;2669110;20;133455,0
4;2732895;20;136644,0
5;2693495;20;134674,0
6;2664648;20;133232,0
7;2661788;20;133089,0
8;3102451;20;155122,0
9;2787635;20;139381,0
10;2729618;20;136480,0
