Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;20860;2;10430,0
2;21090;2;10545,0
3;21145;2;10572,0
4;24166;2;12083,0
5;27178;2;13589,0
6;26540;2;13270,0
7;26344;2;13172,0
8;34451;2;17225,0
9;34128;2;17064,0
10;35334;2;17667,0
