Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;675;1;675,0
2;740;1;740,0
3;796;1;796,0
4;861;1;861,0
5;842;1;842,0
6;755;1;755,0
7;763;1;763,0
8;759;1;759,0
9;722;1;722,0
10;666;1;666,0
