Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;961;1;961,0
2;1135;1;1135,0
3;1357;1;1357,0
4;1075;1;1075,0
5;1121;1;1121,0
6;997;1;997,0
7;1124;1;1124,0
8;1126;1;1126,0
9;1181;1;1181,0
10;1278;1;1278,0
