Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;9787024;0;0
2;5876794;0;0
3;4880762;0;0
4;4462550;0;0
5;5096853;0;0
6;4821582;0;0
7;4338082;0;0
8;4441824;0;0
9;4236813;0;0
10;4394514;0;0
