Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;83104618;6370;13046,0
2;83417376;6370;13095,0
3;83038857;6370;13035,0
4;83246669;6370;13068,0
5;83159235;6370;13054,0
6;83089899;6370;13043,0
7;83251471;6370;13069,0
8;83096200;6370;13044,0
9;82925693;6370;13018,0
10;83090697;6370;13044,0
