Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1263739;1;1263739,0
2;1718218;1;1718218,0
3;1852077;1;1852077,0
4;2044682;1;2044682,0
5;1369244;1;1369244,0
6;1329804;1;1329804,0
7;1235907;1;1235907,0
8;2117652;1;2117652,0
9;1601867;1;1601867,0
10;1219695;1;1219695,0
