Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;889143;1;889143,0
2;981165;1;981165,0
3;943244;1;943244,0
4;906141;1;906141,0
5;885884;1;885884,0
6;930615;1;930615,0
7;898283;1;898283,0
8;878209;1;878209,0
9;922817;1;922817,0
10;926812;1;926812,0
