Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1447146;10000;144,0
2;1315539;10000;131,0
3;1276092;10000;127,0
4;1239154;10000;123,0
5;1219880;10000;121,0
6;1237924;10000;123,0
7;1269107;10000;126,0
8;1226141;10000;122,0
9;1273519;10000;127,0
10;1339475;10000;133,0
