Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;4713268;2;2356634,0
2;4429701;2;2214850,0
3;4585602;2;2292801,0
4;4335501;2;2167750,0
5;4392263;2;2196131,0
6;4366691;2;2183345,0
7;4301085;2;2150542,0
8;4682966;2;2341483,0
9;4303457;2;2151728,0
10;4807527;2;2403763,0
