Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1565471;1;1565471,0
2;2755363;1;2755363,0
3;1672578;1;1672578,0
4;2085647;1;2085647,0
5;1228784;1;1228784,0
6;1166129;1;1166129,0
7;2595507;1;2595507,0
8;1624161;1;1624161,0
9;2485674;1;2485674,0
10;2373845;1;2373845,0
