Problem_Size;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
10000;2,74650694E8;11912;23056,639858965747
100000;3,0791999792E9;13648;225615,4732708089
1000000;3,0388249197E10;13694;2219092,244559661
