Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;376640;6;62773,0
2;329363;6;54893,0
3;305285;6;50880,0
4;291262;6;48543,0
5;324065;6;54010,0
6;358305;6;59717,0
7;314627;6;52437,0
8;304751;6;50791,0
9;337661;6;56276,0
10;288436;6;48072,0
