Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;8184553;1000;8184,0
2;9794180;1000;9794,0
3;8414882;1000;8414,0
4;8795988;1000;8795,0
5;8166188;1000;8166,0
6;6767189;1000;6767,0
7;7203839;1000;7203,0
8;6429665;1000;6429,0
9;5351510;1000;5351,0
10;5055051;1000;5055,0
