Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;16479340;6;2746556,0
2;16313654;6;2718942,0
3;16096009;6;2682668,0
4;16350554;6;2725092,0
5;16244297;6;2707382,0
6;16321450;6;2720241,0
7;16135630;6;2689271,0
8;16341631;6;2723605,0
9;16224339;6;2704056,0
10;16299534;6;2716589,0
