Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;2180839;10000;218,0
2;1958298;10000;195,0
3;1984821;10000;198,0
4;2026439;10000;202,0
5;1977402;10000;197,0
6;1998347;10000;199,0
7;2034637;10000;203,0
8;2000457;10000;200,0
9;1937770;10000;193,0
10;2030513;10000;203,0
