Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1631655;1000;1631,0
2;1749749;1000;1749,0
3;1625518;1000;1625,0
4;1650239;1000;1650,0
5;1618140;1000;1618,0
6;1613517;1000;1613,0
7;1705033;1000;1705,0
8;1743095;1000;1743,0
9;1594176;1000;1594,0
10;1645804;1000;1645,0
