Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;825;1;825,0
2;626;1;626,0
3;682;1;682,0
4;741;1;741,0
5;674;1;674,0
6;580;1;580,0
7;751;1;751,0
8;586;1;586,0
9;658;1;658,0
10;612;1;612,0
