Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;46771244;20;2338562,0
2;48050476;20;2402523,0
3;44890755;20;2244537,0
4;45176695;20;2258834,0
5;45102400;20;2255120,0
6;47168051;20;2358402,0
7;44869853;20;2243492,0
8;44963369;20;2248168,0
9;44912402;20;2245620,0
10;45025537;20;2251276,0
