Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;3138364;2;1569182,0
2;2616042;2;1308021,0
3;2549401;2;1274700,0
4;2512720;2;1256360,0
5;2486750;2;1243375,0
6;2554844;2;1277422,0
7;2396308;2;1198154,0
8;2517014;2;1258507,0
9;2518176;2;1259088,0
10;2782444;2;1391222,0
