Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;831;1;831,0
2;738;1;738,0
3;819;1;819,0
4;784;1;784,0
5;855;1;855,0
6;952;1;952,0
7;818;1;818,0
8;795;1;795,0
9;770;1;770,0
10;749;1;749,0
