Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;6165;3;2055,0
2;6709;3;2236,0
3;9986;3;3328,0
4;6339;3;2113,0
5;5431;3;1810,0
6;5628;3;1876,0
7;5404;3;1801,0
8;5209;3;1736,0
9;5216;3;1738,0
10;95764;3;31921,0
