Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1061169;1;1061169,0
2;1118586;1;1118586,0
3;994637;1;994637,0
4;1016152;1;1016152,0
5;980088;1;980088,0
6;1019126;1;1019126,0
7;978579;1;978579,0
8;1026666;1;1026666,0
9;983541;1;983541,0
10;1011730;1;1011730,0
