Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1929743;10000;192,0
2;1908005;10000;190,0
3;1921297;10000;192,0
4;1843891;10000;184,0
5;1765855;10000;176,0
6;1789646;10000;178,0
7;1832381;10000;183,0
8;2063806;10000;206,0
9;1832196;10000;183,0
10;1783668;10000;178,0
