Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;16151290;1000;16151,0
2;14916643;1000;14916,0
3;13407612;1000;13407,0
4;9973246;1000;9973,0
5;9324545;1000;9324,0
6;9088894;1000;9088,0
7;9721614;1000;9721,0
8;9211114;1000;9211,0
9;9225075;1000;9225,0
10;9880533;1000;9880,0
