Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;6537755;10000;653,0
2;6701692;10000;670,0
3;6933889;10000;693,0
4;6811939;10000;681,0
5;6406433;10000;640,0
6;6652016;10000;665,0
7;6454226;10000;645,0
8;6548872;10000;654,0
9;6504782;10000;650,0
10;6479946;10000;647,0
