Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;3365952;1;3365952,0
2;3259026;1;3259026,0
3;3090242;1;3090242,0
4;3141560;1;3141560,0
5;3095742;1;3095742,0
6;3210318;1;3210318,0
7;3061441;1;3061441,0
8;3102482;1;3102482,0
9;3120823;1;3120823,0
10;3077963;1;3077963,0
