Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;821683;1;821683
2;870182;1;870182
3;867371;1;867371
4;816968;1;816968
5;777470;1;777470
6;793040;1;793040
7;790819;1;790819
8;804122;1;804122
9;818563;1;818563
10;757567;1;757567
