Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;203303;1000;203,0
2;173216;1000;173,0
3;167418;1000;167,0
4;200154;1000;200,0
5;201643;1000;201,0
6;222963;1000;222,0
7;197206;1000;197,0
8;172554;1000;172,0
9;170916;1000;170,0
10;176666;1000;176,0
