Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;0;1000;0,0
2;957819;1000;957,0
3;690738;1000;690,0
4;0;1000;0,0
5;641812;1000;641,0
6;354609;1000;354,0
7;0;1000;0,0
8;688584;1000;688,0
9;0;1000;0,0
10;745800;1000;745,0
