Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1267449;10000;126,0
2;789366;10000;78,0
3;731192;10000;73,0
4;763179;10000;76,0
5;799763;10000;79,0
6;693860;10000;69,0
7;751974;10000;75,0
8;762161;10000;76,0
9;650694;10000;65,0
10;748612;10000;74,0
