Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;735;1;735,0
2;849;1;849,0
3;895;1;895,0
4;798;1;798,0
5;892;1;892,0
6;889;1;889,0
7;874;1;874,0
8;724;1;724,0
9;871;1;871,0
10;906;1;906,0
