Problem_Size;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
10000;1437453,8;30;47915,12666666667
100000;1,5314333E7;30;510477,76666666666
1000000;1,535045037E8;30;5116816,79
