Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1299618;10;129961,0
2;1306058;10;130605,0
3;1225291;10;122529,0
4;1305872;10;130587,0
5;1240248;10;124024,0
6;1227074;10;122707,0
7;1223711;10;122371,0
8;1288655;10;128865,0
9;1250405;10;125040,0
10;1256851;10;125685,0
