Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;24804192;6;4134032,0
2;25827895;6;4304649,0
3;21543108;6;3590518,0
4;17286232;6;2881038,0
5;17297442;6;2882907,0
6;16361102;6;2726850,0
7;17508554;6;2918092,0
8;16686899;6;2781149,0
9;18869691;6;3144948,0
10;20016498;6;3336083,0
