Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;2067682;10000;206,0
2;2038202;10000;203,0
3;2046372;10000;204,0
4;2015775;10000;201,0
5;1973314;10000;197,0
6;2069221;10000;206,0
7;2038289;10000;203,0
8;1964436;10000;196,0
9;1968321;10000;196,0
10;1979645;10000;197,0
