Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;19341;1;19341
2;2471;1;2471
3;1489;1;1489
4;2777;1;2777
5;16008;1;16008
6;8937;1;8937
7;1026;1;1026
8;848;1;848
9;886;1;886
10;1037;1;1037
