Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;938826;1;938826,0
2;857260;1;857260,0
3;734769;1;734769,0
4;948416;1;948416,0
5;881678;1;881678,0
6;964782;1;964782,0
7;819427;1;819427,0
8;870715;1;870715,0
9;619116;1;619116,0
10;425288;1;425288,0
