Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1116017;6;186002,0
2;1090060;6;181676,0
3;1165419;6;194236,0
4;1064765;6;177460,0
5;1046550;6;174425,0
6;1036531;6;172755,0
7;1101113;6;183518,0
8;1062728;6;177121,0
9;1084881;6;180813,0
10;1019475;6;169912,0
