Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;415637;1;415637,0
2;444722;1;444722,0
3;369087;1;369087,0
4;389843;1;389843,0
5;460407;1;460407,0
6;394780;1;394780,0
7;377028;1;377028,0
8;374283;1;374283,0
9;387097;1;387097,0
10;369476;1;369476,0
