Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;360807;1;360807
2;324672;1;324672
3;318717;1;318717
4;312403;1;312403
5;358052;1;358052
6;298590;1;298590
7;274368;1;274368
8;292799;1;292799
9;274517;1;274517
10;276603;1;276603
