Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;13464333;6;2244055,0
2;13058112;6;2176352,0
3;13047960;6;2174660,0
4;12976705;6;2162784,0
5;12845697;6;2140949,0
6;13094293;6;2182382,0
7;12890445;6;2148407,0
8;12882120;6;2147020,0
9;12898101;6;2149683,0
10;12878646;6;2146441,0
