Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;1368680;1;1368680,0
2;1336495;1;1336495,0
3;1225374;1;1225374,0
4;1304644;1;1304644,0
5;1261012;1;1261012,0
6;1240387;1;1240387,0
7;1285984;1;1285984,0
8;1242142;1;1242142,0
9;1259720;1;1259720,0
10;1231444;1;1231444,0
