Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;2649156;2;1324578,0
2;2368377;2;1184188,0
3;2393642;2;1196821,0
4;2617255;2;1308627,0
5;2388343;2;1194171,0
6;2396321;2;1198160,0
7;2417128;2;1208564,0
8;2402814;2;1201407,0
9;2555092;2;1277546,0
10;2471078;2;1235539,0
