Iterations;Exec_Time_Micro;Amount_Rec_events;Aver_R_Time_per_event
1;850718;1;850718
2;830344;1;830344
3;925123;1;925123
4;821531;1;821531
5;793927;1;793927
6;798784;1;798784
7;826747;1;826747
8;778858;1;778858
9;779974;1;779974
10;776974;1;776974
